sku,group_skus.0,options.0,options.1,group,fields.name,fields.brand,fields.description,fields.material,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.target_posting_template,fields.target_listing_action,fields.garment_rise,fields.garment_waist_closure,fields.pattern_group,fields.swimwear_style,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.upf_rating,fields.subtype,fields.gender,fields.size_grouping,fields.audience,fields.garment_back_type,fields.garment_closure_type,fields.garment_sleeve_length_type,fields.sheerness,fields.bra_cup_construction,fields.coverage,fields.tax,fields.garment_construction_details,fields.season,options.0,options.1,group,barcode,name,fields.bullet_4_x,fields.bullet_5_x,fields.weight.value,fields.package_height.value,fields.package_width.value,fields.package_length.value,fields.weight.1,fields.package_weight.value,fields.target_color,fields.abn_size,fields.bullet_4_y,fields.bullet_5_y,fields.color,fields.size
CSB005-GRN-M,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Serrano Pepper, Medium",,,,1,13,10,,0.5,Green,Medium,,,Serrano Pepper,M
CSB005-GRN-L,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Serrano Pepper, Large",,,,1,13,10,,0.5,Green,Large,,,Serrano Pepper,L
CSB005-GRN-XL,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Serrano Pepper, X Large",,,,1,13,10,,0.5,Green,X Large,,,Serrano Pepper,XL
CSB005-BLUE-S,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Blue Acrylic, Small",,,,1,13,10,,0.5,Blue,Small,,,Blue Acrylic,S
CSB005-BLUE-M,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Blue Acrylic, Medium",,,,1,13,10,,0.5,Blue,Medium,,,Blue Acrylic,M
CSB005-BLUE-L,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Blue Acrylic, Large",,,,1,13,10,,0.5,Blue,Large,,,Blue Acrylic,L
CSB005-BLUE-XL,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Blue Acrylic, X Large",,,,1,13,10,,0.5,Blue,X Large,,,Blue Acrylic,XL
CSB005-PINK-S,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Pink Posey, Small",,,,1,13,10,,0.5,Pink,Small,,,Pink Posey,S
CSB005-PINK-M,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Pink Posey, Medium",,,,1,13,10,,0.5,Pink,Medium,,,Pink Posey,M
CSB005-PINK-L,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Pink Posey, Large",,,,1,13,10,,0.5,Pink,Large,,,Pink Posey,L
CSB005-PINK-XL,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Pink Posey, X Large",,,,1,13,10,,0.5,Pink,X Large,,,Pink Posey,XL
CSB005-BLK-S,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Black, Small",,,,1,13,10,,0.5,Black,Small,,,Black,S
CSB005-BLK-M,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Black, Medium",,,,1,13,10,,0.5,Black,Medium,,,Black,M
CSB005-BLK-L,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Black, Large",,,,1,13,10,,0.5,Black,Large,,,Black,L
CSB005-BLK-XL,variant-164,,,variant,Coppersuit Women's Solid Basic Bikini Swim Bottom,Coppersuit,"Enjoy the summer with our Basic Bottom and look sophisticated at the beach all season long. Made from copper-infused fabric, these swim bottoms have anti-bacterial and odor-control properties, ensuring lasting freshness during your active beach days. These swim bottoms will flatter your hips while providing moderate coverage and sun protection from its UPF 50+ rating. Pair these swim bottoms with our matching Banded V-Neck Longline Bra for a complete summer look!",Nylon,Solid,"Our Model is 5'9 1/2"" wearing a size small. Her bust is 30"", waist is 24"", hips are 35 1/2"".",82% Copper Infused Nylon 18% Spandex,Heat Transfer Logo At Center Back,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Hipster,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,,,,,Full,Bathing Suits,Full Lining,Vacation,,,variant,1.9561E+11,"Coppersuit  Women's Solid Basic Bikini Swim Bottom - Black, X Large",,,,1,13,10,,0.5,Black,X Large,,,Black,XL
